设备编号,时间,透水率,IQR下界,IQR上界
A1,2024-08-06 00:00:03,133.00328789469,55.160982166793985,131.2903223645688
A1,2025-04-13 16:00:00,136.062384238679,55.160982166793985,131.2903223645688
A1,2025-07-12 02:00:00,131.509831014327,55.160982166793985,131.2903223645688
A1,2025-07-19 23:00:00,140.370353586497,55.160982166793985,131.2903223645688
A1,2025-09-20 21:00:00,131.541660847728,55.160982166793985,131.2903223645688
A1,2025-12-22 06:00:00,49.2940928099602,55.160982166793985,131.2903223645688
A1,2025-12-27 04:00:00,44.0976877943316,55.160982166793985,131.2903223645688
A1,2025-12-28 00:00:00,55.0522469143469,55.160982166793985,131.2903223645688
A1,2025-12-28 02:00:00,55.0865840189906,55.160982166793985,131.2903223645688
A1,2025-12-28 04:00:00,54.8501000791861,55.160982166793985,131.2903223645688
A1,2025-12-28 05:00:00,54.9279063629584,55.160982166793985,131.2903223645688
A1,2025-12-28 06:00:00,54.7840089929237,55.160982166793985,131.2903223645688
A1,2025-12-28 07:00:00,54.9437937991393,55.160982166793985,131.2903223645688
A1,2025-12-28 12:00:00,55.1128907124591,55.160982166793985,131.2903223645688
A1,2025-12-28 13:00:00,55.1219796411493,55.160982166793985,131.2903223645688
A1,2025-12-28 14:00:00,55.0997348259503,55.160982166793985,131.2903223645688
A1,2025-12-28 15:00:00,55.0963236528032,55.160982166793985,131.2903223645688
A1,2025-12-28 16:00:00,54.7523640816732,55.160982166793985,131.2903223645688
A1,2025-12-28 17:00:00,54.9129244454449,55.160982166793985,131.2903223645688
A1,2025-12-28 19:00:00,54.8782906358966,55.160982166793985,131.2903223645688
A1,2025-12-28 20:00:00,55.0788234003749,55.160982166793985,131.2903223645688
A1,2025-12-28 21:00:00,54.7209469695843,55.160982166793985,131.2903223645688
A1,2025-12-28 22:00:00,55.1440705743927,55.160982166793985,131.2903223645688
A1,2025-12-28 23:00:00,55.140783219654,55.160982166793985,131.2903223645688
A1,2025-12-29 00:00:00,54.1805191843885,55.160982166793985,131.2903223645688
A1,2025-12-29 01:00:00,54.071347271239,55.160982166793985,131.2903223645688
A1,2025-12-29 02:00:00,53.9636448458214,55.160982166793985,131.2903223645688
A1,2025-12-29 03:00:00,54.2057073215183,55.160982166793985,131.2903223645688
A1,2025-12-29 04:00:00,53.9435575030618,55.160982166793985,131.2903223645688
A1,2025-12-29 06:00:00,54.0889124630451,55.160982166793985,131.2903223645688
A1,2025-12-29 07:00:00,53.9464764957864,55.160982166793985,131.2903223645688
A1,2025-12-29 09:00:00,54.0723218688657,55.160982166793985,131.2903223645688
A1,2025-12-29 10:00:00,54.3589054796018,55.160982166793985,131.2903223645688
A1,2025-12-29 11:00:00,53.9437026180231,55.160982166793985,131.2903223645688
A1,2025-12-29 12:00:00,54.0268586554896,55.160982166793985,131.2903223645688
A1,2025-12-29 13:00:00,54.1976992227979,55.160982166793985,131.2903223645688
A1,2025-12-29 14:00:00,54.2042353961174,55.160982166793985,131.2903223645688
A1,2025-12-29 15:00:00,54.0882160019441,55.160982166793985,131.2903223645688
A1,2025-12-29 16:00:00,54.2739029547279,55.160982166793985,131.2903223645688
A1,2025-12-29 17:00:00,54.138405313756,55.160982166793985,131.2903223645688
A1,2025-12-29 18:00:00,54.155157770028,55.160982166793985,131.2903223645688
A1,2025-12-29 19:00:00,54.0830113342752,55.160982166793985,131.2903223645688
A1,2025-12-30 07:00:00,53.645276248766,55.160982166793985,131.2903223645688
A1,2025-12-30 10:00:00,53.9818393126366,55.160982166793985,131.2903223645688
A1,2025-12-30 11:00:00,53.4704950208347,55.160982166793985,131.2903223645688
A1,2025-12-30 12:00:00,53.8655503191883,55.160982166793985,131.2903223645688
A1,2025-12-30 13:00:00,53.7484105903632,55.160982166793985,131.2903223645688
A1,2025-12-30 14:00:00,53.1606596240276,55.160982166793985,131.2903223645688
A1,2025-12-30 15:00:00,53.7438724389354,55.160982166793985,131.2903223645688
A1,2025-12-30 16:00:00,53.6163985357823,55.160982166793985,131.2903223645688
A1,2025-12-30 17:00:00,53.7006462901732,55.160982166793985,131.2903223645688
A1,2025-12-30 18:00:00,53.5263383345879,55.160982166793985,131.2903223645688
A1,2025-12-30 19:00:00,53.9532107106258,55.160982166793985,131.2903223645688
A1,2025-12-30 20:00:00,53.3176672859939,55.160982166793985,131.2903223645688
A1,2025-12-30 21:00:00,53.3645004765348,55.160982166793985,131.2903223645688
A1,2025-12-30 22:00:00,53.7639341524771,55.160982166793985,131.2903223645688
A1,2025-12-30 23:00:00,53.6207116536422,55.160982166793985,131.2903223645688
A1,2025-12-31 00:00:00,52.9255511850134,55.160982166793985,131.2903223645688
A1,2025-12-31 01:00:00,53.1798901202487,55.160982166793985,131.2903223645688
A1,2025-12-31 02:00:00,53.0479563880647,55.160982166793985,131.2903223645688
A1,2025-12-31 03:00:00,52.7005832153363,55.160982166793985,131.2903223645688
A1,2025-12-31 04:00:00,53.3250947572093,55.160982166793985,131.2903223645688
A1,2025-12-31 05:00:00,53.2734843398829,55.160982166793985,131.2903223645688
A1,2025-12-31 06:00:00,53.329971764178,55.160982166793985,131.2903223645688
A1,2025-12-31 07:00:00,53.1252336804112,55.160982166793985,131.2903223645688
A1,2025-12-31 08:00:00,53.0296043932275,55.160982166793985,131.2903223645688
A1,2025-12-31 09:00:00,52.959499876155,55.160982166793985,131.2903223645688
A1,2025-12-31 10:00:00,53.2569068431531,55.160982166793985,131.2903223645688
A1,2025-12-31 11:00:00,52.9075945146845,55.160982166793985,131.2903223645688
A1,2025-12-31 12:00:00,53.2866554140808,55.160982166793985,131.2903223645688
A1,2025-12-31 13:00:00,53.1131768402649,55.160982166793985,131.2903223645688
A1,2025-12-31 14:00:00,53.2470292067456,55.160982166793985,131.2903223645688
A1,2025-12-31 15:00:00,53.069593243411,55.160982166793985,131.2903223645688
A1,2025-12-31 16:00:00,53.3663899330881,55.160982166793985,131.2903223645688
A1,2025-12-31 17:00:00,53.4881199802366,55.160982166793985,131.2903223645688
A1,2025-12-31 18:00:00,53.0518161252918,55.160982166793985,131.2903223645688
A1,2025-12-31 19:00:00,53.7067314470065,55.160982166793985,131.2903223645688
A1,2025-12-31 20:00:00,53.0743197042492,55.160982166793985,131.2903223645688
A1,2025-12-31 21:00:00,53.1645858347506,55.160982166793985,131.2903223645688
A1,2025-12-31 22:00:00,53.1615565190777,55.160982166793985,131.2903223645688
A1,2025-12-31 23:00:00,53.2003370172284,55.160982166793985,131.2903223645688
A1,2026-01-01 00:00:00,52.5733491181438,55.160982166793985,131.2903223645688
A1,2026-01-01 01:00:00,53.2803322398021,55.160982166793985,131.2903223645688
A1,2026-01-01 02:00:00,53.0280862593678,55.160982166793985,131.2903223645688
A1,2026-01-01 03:00:00,52.6042571448075,55.160982166793985,131.2903223645688
A1,2026-01-01 04:00:00,53.1001892441513,55.160982166793985,131.2903223645688
A1,2026-01-01 05:00:00,49.3605599188349,55.160982166793985,131.2903223645688
A1,2026-01-01 13:00:00,52.5750814709425,55.160982166793985,131.2903223645688
A1,2026-01-01 14:00:00,52.736934010282,55.160982166793985,131.2903223645688
A1,2026-01-01 15:00:00,52.5909792951219,55.160982166793985,131.2903223645688
A1,2026-01-01 16:00:00,52.9083846596774,55.160982166793985,131.2903223645688
A1,2026-01-01 17:00:00,53.2754026012973,55.160982166793985,131.2903223645688
A1,2026-01-01 18:00:00,52.8293010055603,55.160982166793985,131.2903223645688
A1,2026-01-01 19:00:00,53.4383017683129,55.160982166793985,131.2903223645688
A1,2026-01-01 20:00:00,53.0332644076316,55.160982166793985,131.2903223645688
A1,2026-01-01 21:00:00,52.9519355997093,55.160982166793985,131.2903223645688
A1,2026-01-01 22:00:00,52.8381157578274,55.160982166793985,131.2903223645688
A1,2026-01-01 23:00:00,53.0667237022021,55.160982166793985,131.2903223645688
A1,2026-01-02 00:00:00,51.9842638212875,55.160982166793985,131.2903223645688
A1,2026-01-02 01:00:00,52.1299667866748,55.160982166793985,131.2903223645688
A1,2026-01-02 02:00:00,52.280094445148,55.160982166793985,131.2903223645688
A1,2026-01-02 03:00:00,51.8477511385328,55.160982166793985,131.2903223645688
A1,2026-01-02 04:00:00,51.9644735684749,55.160982166793985,131.2903223645688
A1,2026-01-02 05:00:00,52.0853033221539,55.160982166793985,131.2903223645688
A1,2026-01-02 06:00:00,52.1588129286967,55.160982166793985,131.2903223645688
A1,2026-01-02 07:00:00,52.4488831657003,55.160982166793985,131.2903223645688
A1,2026-01-02 08:00:00,52.2287632657122,55.160982166793985,131.2903223645688
A1,2026-01-02 12:00:00,52.180323720022,55.160982166793985,131.2903223645688
A1,2026-01-02 13:00:00,52.1271833183562,55.160982166793985,131.2903223645688
A1,2026-01-02 14:00:00,52.2445763497186,55.160982166793985,131.2903223645688
A1,2026-01-02 15:00:00,51.6320657125791,55.160982166793985,131.2903223645688
A1,2026-01-02 16:00:00,52.5264955951959,55.160982166793985,131.2903223645688
A1,2026-01-03 23:00:00,51.9673229002608,55.160982166793985,131.2903223645688
A1,2026-01-04 00:00:00,51.4462108578355,55.160982166793985,131.2903223645688
A1,2026-01-04 01:00:00,51.5359085817163,55.160982166793985,131.2903223645688
A1,2026-01-04 02:00:00,51.1633257682776,55.160982166793985,131.2903223645688
A1,2026-01-04 03:00:00,51.1302913515997,55.160982166793985,131.2903223645688
A1,2026-01-04 04:00:00,50.8932480025877,55.160982166793985,131.2903223645688
A1,2026-01-04 06:00:00,51.0732674156861,55.160982166793985,131.2903223645688
A1,2026-01-04 12:00:00,51.5519153560346,55.160982166793985,131.2903223645688
A1,2026-01-04 13:00:00,51.3346958354694,55.160982166793985,131.2903223645688
A1,2026-01-04 14:00:00,51.0643796700596,55.160982166793985,131.2903223645688
A1,2026-01-04 15:00:00,50.8688061480929,55.160982166793985,131.2903223645688
A1,2026-01-04 16:00:00,51.2889115444155,55.160982166793985,131.2903223645688
A1,2026-01-04 17:00:00,51.2966282924009,55.160982166793985,131.2903223645688
A1,2026-01-04 18:00:00,51.1366543990902,55.160982166793985,131.2903223645688
A1,2026-01-04 19:00:00,50.4414122282268,55.160982166793985,131.2903223645688
A1,2026-01-04 20:00:00,51.6631006553349,55.160982166793985,131.2903223645688
A1,2026-01-04 21:00:00,51.1212812009533,55.160982166793985,131.2903223645688
A1,2026-01-04 22:00:00,51.4622414694279,55.160982166793985,131.2903223645688
A1,2026-01-04 23:00:00,51.2397600364435,55.160982166793985,131.2903223645688
A1,2026-01-05 00:00:00,50.4580373677012,55.160982166793985,131.2903223645688
A1,2026-01-05 01:00:00,50.9309246341073,55.160982166793985,131.2903223645688
A1,2026-01-05 02:00:00,50.8982364004736,55.160982166793985,131.2903223645688
A1,2026-01-05 03:00:00,50.3790438214221,55.160982166793985,131.2903223645688
A1,2026-01-05 04:00:00,50.2967127769738,55.160982166793985,131.2903223645688
A1,2026-01-05 05:00:00,50.6069974141922,55.160982166793985,131.2903223645688
A1,2026-01-05 10:00:00,50.673300446331,55.160982166793985,131.2903223645688
A1,2026-01-05 11:00:00,50.70056759059,55.160982166793985,131.2903223645688
A1,2026-01-05 12:00:00,50.3557196498153,55.160982166793985,131.2903223645688
A1,2026-01-05 13:00:00,50.8791991892713,55.160982166793985,131.2903223645688
A1,2026-01-05 14:00:00,50.8366817380213,55.160982166793985,131.2903223645688
A1,2026-01-05 15:00:00,50.4022370859588,55.160982166793985,131.2903223645688
A1,2026-01-05 16:00:00,50.4955207350418,55.160982166793985,131.2903223645688
A1,2026-01-05 17:00:00,50.5670129307296,55.160982166793985,131.2903223645688
A1,2026-01-05 18:00:00,50.2775350390384,55.160982166793985,131.2903223645688
A1,2026-01-05 19:00:00,50.5297192119279,55.160982166793985,131.2903223645688
A1,2026-01-05 20:00:00,50.437249684628,55.160982166793985,131.2903223645688
A1,2026-01-05 21:00:00,50.3212592798433,55.160982166793985,131.2903223645688
A1,2026-01-05 22:00:00,50.1450055174837,55.160982166793985,131.2903223645688
A1,2026-01-05 23:00:00,50.6356524906433,55.160982166793985,131.2903223645688
A1,2026-01-06 00:00:00,49.7720912030994,55.160982166793985,131.2903223645688
A1,2026-01-06 01:00:00,49.6876831955626,55.160982166793985,131.2903223645688
A1,2026-01-06 03:00:00,49.6219585847034,55.160982166793985,131.2903223645688
A1,2026-01-06 04:00:00,40.5933040129816,55.160982166793985,131.2903223645688
A1,2026-01-06 05:00:00,49.7439410478921,55.160982166793985,131.2903223645688
A1,2026-01-06 06:00:00,49.4314506284063,55.160982166793985,131.2903223645688
A1,2026-01-06 07:00:00,49.3160750261007,55.160982166793985,131.2903223645688
A1,2026-01-06 10:00:00,49.5008040826399,55.160982166793985,131.2903223645688
A1,2026-01-06 11:00:00,49.3819763750477,55.160982166793985,131.2903223645688
A1,2026-01-06 12:00:00,50.0595310317548,55.160982166793985,131.2903223645688
